bid_pbanc_no,bid_pbanc_ord,bid_clsf_no,bid_prgrs_ord,bid_pbanc_nm,bid_pbanc_num,pbanc_stts_cd,pbanc_stts_cd_nm,prcm_bsne_se_cd,prcm_bsne_se_cd_nm,bid_mthd_cd,bid_mthd_cd_nm,std_ctrt_mthd_cd,std_ctrt_mthd_cd_nm,scsbd_mthd_cd,scsbd_mthd_cd_nm,pbanc_inst_unty_grp_no,pbanc_inst_unty_grp_no_nm,grp_nm,pic_id,pic_id_nm,bid_blff_id,bid_blff_id_nm,bsne_tlph_no,bsne_fax_no,bsne_eml,pbanc_pstg_dt,slpr_rcpt_bgng_dt,slpr_rcpt_ddln_dt,onbs_prnmnt_dt,bid_qlfc_reg_dt,onbs_plac_nm,zip,base_addr,dtl_addr,unty_addr,edoc_no,usr_doc_no_val,rbid_prms_yn,pbanc_pstg_yn,rgn_lmt_yn,lcns_lmt_yn,pnpr_use_yn,pnpr_rls_yn,unty_atch_file_no
R26BK01316069,001,0,000,공성농협 농산물유통센터 신축공사 - 전기,R26BK01316069001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000092695,공성농업협동조합,공성농업협동조합,UN00000142377,김태호,UN00000142377,김태호,0545323900,0455310609,nh743080-1@nonghyup.com,2026-02-04 16:52:41,2026-02-04 14:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,전자입찰,37267,경상북도 상주시 공성면 공성중앙로,96-0,경상북도 상주시 공성면 공성중앙로 96-0,공성농협공고제2026-4호,공성농협공고제2026-4호,True,True,False,False,False,False,d100246b-a416-438b-bfd5-88b52453f54d
R26BK01316110,001,0,000,공성농협 농산물유통센터 신축공사 - 냉동설비,R26BK01316110001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000092695,공성농업협동조합,공성농업협동조합,UN00000142377,김태호,UN00000142377,김태호,0545323900,0455310609,nh743080-1@nonghyup.com,2026-02-04 16:51:18,2026-02-04 14:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,전자입찰,37267,경상북도 상주시 공성면 공성중앙로,96-0,경상북도 상주시 공성면 공성중앙로 96-0,공성농협공고제2026-6호,공성농협공고제2026-6호,True,True,False,False,False,False,f12f7587-7258-4ccb-8afe-fcae3e5d33f0
R26BK01315894,001,0,000,"공성농협 농산물유통센터 신축공사 건축, 토목, 기계설비",R26BK01315894001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000092695,공성농업협동조합,공성농업협동조합,UN00000142377,김태호,UN00000142377,김태호,0545323900,0455310609,nh743080-1@nonghyup.com,2026-02-04 16:48:28,2026-02-04 14:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,전자입찰,37267,경상북도 상주시 공성면 공성중앙로,96-0,경상북도 상주시 공성면 공성중앙로 96-0,공성농협공고제2026-3호,공성농협공고제2026-3호,True,True,False,False,False,False,45db5e5f-9e66-48f5-a1e6-408a5d21f62c
R26BK01317083,000,0,000,분양대행-광고포함 선정 입찰,R26BK01317083000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000106961,국도연립가로주택정비사업조합,국도연립가로주택정비사업조합,UN00000578988,김은희,UN00000578988,김은희,0263680056,,kukdoapt@naver.com,2026-02-04 16:37:19,2026-02-05 10:00:00,2026-02-11 15:00:00,2026-02-11 16:00:00,2026-02-10 18:00:00,조합사무실,05319,서울특별시 강동구 상암로,66 (천호동) 201호,서울특별시 강동구 상암로 66 (천호동) 201호,2026-01,2026-01,True,True,False,False,False,False,b364b229-c087-4daf-ba37-12408ada33d8
R26BK01317077,000,0,000,중촌시영구역 세무회계업체 선정 입찰공고,R26BK01317077000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014048,중촌시영구역 재건축사업 조합설립추진위원회,중촌시영구역 재건축사업 조합설립추진위원회,UN00000575688,김종규,UN00000575688,김종규,01044707134,0427211180,siyoung-999@naver.com,2026-02-04 16:33:41,2026-02-06 16:00:00,2026-02-11 14:00:00,2026-02-11 15:00:00,2026-02-10 18:00:00,중촌시영구역 재건축사업 조합설립추진위원회 사무실,34807,대전광역시 중구 중촌동,10-3 상가 205호,대전광역시 중구 중촌동 10-3 상가 205호,2026-04,2026-04,True,True,False,False,False,False,14959a0a-d15b-4791-ad04-8cfaca01fb6e
R26BK01316933,000,0,000,"소규모 지하안전평가 및 도시철도 안전영향평가, 지하보도 출입구 연장 및 도시철도 연결통로 실시설계 용역 입찰 공고",R26BK01316933000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,괴정5구역주택재개발정비사업조합,UN00000130840,서태영,UN00000130840,서태영,0512936661,0512936669,geojeong5@gmail.com,2026-02-04 16:09:10,2026-02-13 10:00:00,2026-02-23 18:00:00,2026-02-23 19:00:00,2026-02-22 18:00:00,"조합사무실 (부산광역시 사하구 낙동대로 301, 일동지에닌 상가 201호)",49401,부산광역시 사하구 낙동대로,"301 (괴정동, 일동지에닌) 상가2층, 201호","부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌) 상가2층, 201호",제2026-0204-08호,제2026-0204-08호,True,True,False,False,False,False,27590408-5c17-4e04-a36c-a46ee90679c4
R26BK01316902,000,0,000,교통영향평가 용역 입찰 공고,R26BK01316902000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,괴정5구역주택재개발정비사업조합,UN00000130840,서태영,UN00000130840,서태영,0512936661,0512936669,geojeong5@gmail.com,2026-02-04 16:04:26,2026-02-13 10:00:00,2026-02-23 17:00:00,2026-02-23 18:00:00,2026-02-22 18:00:00,"조합사무실 (부산광역시 사하구 낙동대로 301, 일동지에닌 상가 201호)",49401,부산광역시 사하구 낙동대로,"301 (괴정동, 일동지에닌) 상가2층, 201호","부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌) 상가2층, 201호",제2026-0204-07호,제2026-0204-07호,True,True,False,False,False,False,4e9fb73e-4f72-4cbc-b512-122ca976a41e
R26BK01316893,000,0,000,2026년 노사관계 전문교육 과정 국외연수 위탁운영,R26BK01316893000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000113829,서울특별시투자출연기관노사정협의회,서울특별시투자출연기관노사정협의회,UN00000341130,고세영,UN00000341130,고세영,,,smtc2000@daum.net,2026-02-04 16:04:17,2026-02-09 10:00:00,2026-02-19 16:00:00,2026-02-25 18:00:00,2026-02-18 18:00:00,서울특별시투자출연기관노사정협의회 계약담당자 PC,04523,서울특별시 중구 무교로,6-0 (을지로1가) 8층,서울특별시 중구 무교로 6-0 (을지로1가) 8층,서울특별시투자출연기관노사정협의회공고제2026-1호,서울특별시투자출연기관노사정협의회공고제2026-1호,False,True,True,True,False,False,06a093d9-5fcc-4f27-a15e-23dffb6da33f
R26BK01316879,000,0,000,소규모 환경영향평가 및 재해영향평가 용역 입찰 공고,R26BK01316879000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,괴정5구역주택재개발정비사업조합,UN00000130840,서태영,UN00000130840,서태영,0512936661,0512936669,geojeong5@gmail.com,2026-02-04 16:01:33,2026-02-13 10:00:00,2026-02-23 16:00:00,2026-02-23 17:00:00,2026-02-22 18:00:00,"조합사무실 (부산광역시 사하구 낙동대로 301, 일동지에닌 상가 201호)",49401,부산광역시 사하구 낙동대로,"301 (괴정동, 일동지에닌) 상가2층, 201호","부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌) 상가2층, 201호",제2026-0204-06호,제2026-0204-06호,True,True,False,False,False,False,e0a538f1-e57d-4a0e-a1bb-fc3f046ef2d9
R26BK01316861,000,0,000,경관 설계 용역 입찰 공고,R26BK01316861000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,괴정5구역주택재개발정비사업조합,UN00000130840,서태영,UN00000130840,서태영,0512936661,0512936669,geojeong5@gmail.com,2026-02-04 15:58:13,2026-02-13 10:00:00,2026-02-23 15:00:00,2026-02-23 16:00:00,2026-02-22 18:00:00,"조합사무실 (부산광역시 사하구 낙동대로 301, 일동지에닌 상가 201호)",49401,부산광역시 사하구 낙동대로,"301 (괴정동, 일동지에닌) 상가2층, 201호","부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌) 상가2층, 201호",제2026-0204-05호,제2026-0204-05호,True,True,False,False,False,False,b066c108-43e1-42e8-a9aa-26ab04e50911
R26BK01316514,000,0,000,하안주공9단지 재건축사업 감정평가법인등 선정 입찰공고,R26BK01316514000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000104853,교보자산신탁(주),교보자산신탁(주),UN00000484250,신영재,UN00000484250,신영재,0234043470,05073517106,yj.shin@kyobotrust.co.kr,2026-02-04 15:56:02,2026-02-04 17:00:00,2026-02-13 15:30:00,2026-02-13 16:30:00,2026-02-12 18:00:00,"서울특별시 서초구 강남대로 465, 교보타워 A동 7층 (교보자산신탁)",06611,서울특별시 서초구 강남대로,465-0 (서초동) 교보타워 7~8층,서울특별시 서초구 강남대로 465-0 (서초동) 교보타워 7~8층,하안주공9공고제2026-03호,하안주공9공고제2026-03호,True,True,False,False,False,False,4e747e83-6e33-4804-89c6-cc40eee8a7d2
R26BK01316609,000,0,000,하안주공9단지 재건축사업 세무·회계법인 선정 입찰공고,R26BK01316609000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000104853,교보자산신탁(주),교보자산신탁(주),UN00000484250,신영재,UN00000484250,신영재,0234043470,05073517106,yj.shin@kyobotrust.co.kr,2026-02-04 15:55:45,2026-02-04 17:00:00,2026-02-13 16:30:00,2026-02-13 17:30:00,2026-02-12 18:00:00,"서울특별시 서초구 강남대로 465, 교보타워 A동 7층(교보자산신탁)",06611,서울특별시 서초구 강남대로,465-0 (서초동) 교보타워 7~8층,서울특별시 서초구 강남대로 465-0 (서초동) 교보타워 7~8층,하안주공9공고공고제2026-04호,하안주공9공고공고제2026-04호,True,True,False,False,False,False,758cdbd9-fa91-4a94-8d51-4b5f744a657c
R26BK01316801,000,0,000,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 정비사업전문관리업자 선정 입찰 공고,R26BK01316801000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000013974,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,UN00000571369,이양례,UN00000571369,이양례,01034112426,0313602346,leeyangrye63@naver.com,2026-02-04 15:53:52,2026-02-04 17:00:00,2026-02-25 15:00:00,2026-02-25 16:00:00,2026-02-24 18:00:00,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 사무실,14093,경기도 안양시 만안구 성결대학로,"34 (안양동), 2층","경기도 안양시 만안구 성결대학로 34 (안양동), 2층",제2026-05호,제2026-05호,False,True,False,False,False,False,92027aaf-a891-40db-9f57-d3f2d4183174
R26BK01316718,000,0,000,시흥동 933번지일대가로주택정비사업 시공자 선정 입찰 공고,R26BK01316718000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0000000000401,시흥동933번지일대가로주택정비사업조합,시흥동933번지일대가로주택정비사업조합,UN00000213583,김영환,UN00000213583,김영환,01037336000,028069330,kid090992@gmail.com,2026-02-04 15:53:48,2026-02-04 17:00:00,2026-03-06 14:00:00,2026-03-06 15:00:00,2026-03-05 18:00:00,"조합사무실(서울시 금천구 은행나무로 4, 3층)",08649,서울특별시 금천구 독산로,"18, 2층  (시흥동)","서울특별시 금천구 독산로 18, 2층  (시흥동)",제260204-1호,제260204-1호,False,True,False,False,False,False,53224bfa-722a-49e0-b6a4-7d3d4bfb8632
R26BK01316816,000,0,000,친환경 및 교육환경 심의 용역 입찰 공고,R26BK01316816000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,괴정5구역주택재개발정비사업조합,UN00000130840,서태영,UN00000130840,서태영,0512936661,0512936669,geojeong5@gmail.com,2026-02-04 15:51:35,2026-02-13 10:00:00,2026-02-23 14:00:00,2026-02-23 15:00:00,2026-02-22 18:00:00,"조합사무실 (부산광역시 사하구 낙동대로 301, 일동지에닌 상가 201호)",49401,부산광역시 사하구 낙동대로,"301 (괴정동, 일동지에닌) 상가2층, 201호","부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌) 상가2층, 201호",제2026-0204-04호,제2026-0204-04호,True,True,False,False,False,False,9f11e676-6f84-4b40-929b-a5f990efb015
R26BK01316765,000,0,000,흙막이 설계 용역 입찰 공고,R26BK01316765000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,괴정5구역주택재개발정비사업조합,UN00000130840,서태영,UN00000130840,서태영,0512936661,0512936669,geojeong5@gmail.com,2026-02-04 15:44:58,2026-02-13 10:00:00,2026-02-23 12:00:00,2026-02-23 13:00:00,2026-02-22 18:00:00,"조합사무실 (부산광역시 사하구 낙동대로 301, 일동지에닌 상가 201호)",49401,부산광역시 사하구 낙동대로,"301 (괴정동, 일동지에닌) 상가2층, 201호","부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌) 상가2층, 201호",제2026-0204-03호,제2026-0204-03호,True,True,False,False,False,False,f3ab1831-b49f-4c01-882c-aa630b7b61eb
T26BK01307474,000,0,000,2026년 노사관계 전문교육 과정 국외연수 위탁운영,T26BK01307474000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000113829,서울특별시투자출연기관노사정협의회,서울특별시투자출연기관노사정협의회,UN00000341130,고세영,UN00000341130,고세영,,,smtc2000@daum.net,2026-02-04 15:43:53,2026-02-09 10:00:00,2026-02-19 16:00:00,2026-02-25 18:00:00,2026-02-18 18:00:00,서울특별시투자출연기관노사정협의회 계약담당자 PC,04523,서울특별시 중구 무교로,6-0 (을지로1가) 8층,서울특별시 중구 무교로 6-0 (을지로1가) 8층,서울특별시투자출연기관노사정협의회공고제2026-01호,서울특별시투자출연기관노사정협의회공고제2026-01호,False,True,True,True,False,False,d9176ec2-5662-4168-acac-e1271986c1d3
R26BK01316692,000,0,000,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 건축 설계자 선정 입찰 공고,R26BK01316692000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000013974,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,UN00000571369,이양례,UN00000571369,이양례,01034112426,0313602346,leeyangrye63@naver.com,2026-02-04 15:41:33,2026-02-04 17:00:00,2026-02-25 14:00:00,2026-02-25 16:00:00,2026-02-24 18:00:00,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 사무실,14093,경기도 안양시 만안구 성결대학로,"34 (안양동), 2층","경기도 안양시 만안구 성결대학로 34 (안양동), 2층",제2026-04호,제2026-04호,False,True,False,False,False,False,07a705d1-01fd-405e-af66-dabeb8dcf50f
R26BK01316737,000,0,000,Tank Farm 50 Area 설비개선공사,R26BK01316737000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030002,지명경쟁,낙030001,적격심사제,IN0100000074099,오일허브코리아 여수 주식회사,오일허브코리아 여수 주식회사,CM011712G0001,윤상훈,CM011712G0001,윤상훈,0616889141,0616889149,younsh@okyc.co.kr,2026-02-04 15:40:42,2026-02-05 10:00:00,2026-02-12 16:00:00,2026-02-12 17:00:00,2026-02-12 12:00:00,계약담당자 PC,59618,전라남도 여수시 망양로,1100-0 (신덕동),전라남도 여수시 망양로 1100-0 (신덕동),오일허브코리아여수공고제2026-02호,오일허브코리아여수공고제2026-02호,True,True,False,False,False,False,0fa5b550-ef46-437a-9f14-90505b8cdbf3
R26BK01316726,000,0,000,소방·전기·통신 설계 및 사전재난영향성 검토 용역 입찰 공고,R26BK01316726000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,괴정5구역주택재개발정비사업조합,UN00000130840,서태영,UN00000130840,서태영,0512936661,0512936669,geojeong5@gmail.com,2026-02-04 15:37:57,2026-02-13 10:00:00,2026-02-23 11:00:00,2026-02-23 12:00:00,2026-02-22 18:00:00,"조합사무실 (부산광역시 사하구 낙동대로 301, 일동지에닌 상가 201호)",49401,부산광역시 사하구 낙동대로,"301 (괴정동, 일동지에닌) 상가2층, 201호","부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌) 상가2층, 201호",제2026-0204-02호,제2026-0204-02호,True,True,False,False,False,False,2f4dbf06-afe5-4566-a058-4897db2a4e12
R26BK01316423,001,0,000,세무·회계업체 선정 입찰공고,R26BK01316423001,공400003,취소공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014048,중촌시영구역 재건축사업 조합설립추진위원회,중촌시영구역 재건축사업 조합설립추진위원회,UN00000575688,김종규,UN00000575688,김종규,01044707134,0427211180,siyoung-999@naver.com,2026-02-04 15:24:37,2026-02-06 16:00:00,2026-02-11 14:00:00,2026-02-11 15:00:00,2026-02-10 18:00:00,중촌시영구역 재건축조합설립추진위원회 사무실,34807,대전광역시 중구 중촌동,10-3 상가 205호,대전광역시 중구 중촌동 10-3 상가 205호,2026-04,2026-04,True,True,False,False,False,False,be9d2b63-4ff8-4b41-8b53-5751b8bd0bf9
R26BK01315733,000,0,000,신길역세권 재개발정비사업 시공자 선정 재 입찰공고,R26BK01315733000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000094699,신길역세권 재개발정비사업조합,신길역세권 재개발정비사업조합,CM032509G0001,이정민,CM032509G0001,이정민,028445666,028445667,singil19@naver.com,2026-02-04 15:19:20,2026-02-23 10:00:00,2026-03-31 14:00:00,2026-03-31 15:00:00,2026-03-30 18:00:00,"조합 사무실[서울특별시 영등포구 도신로 65길1, 3층 (신길동)]",07374,서울특별시 영등포구 도신로,65길1 (신길동),서울특별시 영등포구 도신로 65길1 (신길동),신길역세권재개발정비사업조합공고제2026-10호,신길역세권재개발정비사업조합공고제2026-10호,False,True,False,False,False,False,2be2ca0a-e8ce-4018-804c-b62f3d49fa2e
R26BK01316621,000,0,000,설계자 용역 입찰 공고,R26BK01316621000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000087601,괴정5구역주택재개발정비사업조합,괴정5구역주택재개발정비사업조합,UN00000130840,서태영,UN00000130840,서태영,0512936661,0512936669,geojeong5@gmail.com,2026-02-04 15:19:13,2026-02-13 10:00:00,2026-02-23 10:00:00,2026-02-23 11:00:00,2026-02-22 18:00:00,"조합사무실 (부산광역시 사하구 낙동대로 301, 일동지에닌 상가 201호)",49401,부산광역시 사하구 낙동대로,"301 (괴정동, 일동지에닌) 상가2층, 201호","부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌) 상가2층, 201호",제2026-0204-01호,제2026-0204-01호,True,True,False,False,False,False,9af10026-7bc4-425f-929f-88f2bbab51c8
R26BK01316470,000,0,000,KAI 본사 및 산청사업장 환경시설 보수 공사,R26BK01316470000,공400001,등록공고,조070004,공사,입180001,직찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000086382,한국항공우주산업주식회사,한국항공우주산업주식회사,CM023357G0002,홍현민,CM023357G0002,홍현민,0558511144,0558511188,mtbleader1144@koreaaero.com,2026-02-04 14:51:20,,,2026-02-23 12:00:00,,한국항공우주산업주식회사 본사,52529,경상남도 사천시 사남면 공단1로,78 한국항공우주산업주식회사,경상남도 사천시 사남면 공단1로 78 한국항공우주산업주식회사,한항2026-004,한항2026-004,True,True,True,False,False,False,d6a4656c-8717-4a0f-a600-03df25911e43
R26BK01315172,001,0,000,낙민1구역 가로주택정비사업 전기·소방·정보통신공사 감리 용역 선정 입찰공고,R26BK01315172001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000115410,낙민1구역 가로주택정비사업조합,낙민1구역 가로주택정비사업조합,CM053522G0001,최상목,CM053522G0001,최상목,01028550466,0515550466,paradise3636@naver.com,2026-02-04 14:38:36,2026-02-04 11:00:00,2026-02-12 14:00:00,2026-02-12 15:00:00,2026-02-11 18:00:00,"부산시 동래구 낙민동 20-89, 2층 낙민1구역 가로주택정비사업조합사무실",47882,부산광역시 동래구 반송로175번길,"7-0 (낙민동), 2층","부산광역시 동래구 반송로175번길 7-0 (낙민동), 2층",낙민1구역가로주택정비사업조합공고제2026-04호,낙민1구역가로주택정비사업조합공고제2026-04호,True,True,False,False,False,False,28939f6f-d1ea-44b5-a122-017bbfc220c9
R26BK01316372,000,0,000,정비사업전문관리업자 선정 입찰공고,R26BK01316372000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014048,중촌시영구역 재건축사업 조합설립추진위원회,중촌시영구역 재건축사업 조합설립추진위원회,UN00000575688,김종규,UN00000575688,김종규,01044707134,0427211180,siyoung-999@naver.com,2026-02-04 14:33:23,2026-02-06 16:00:00,2026-02-11 14:00:00,2026-02-11 15:00:00,2026-02-10 18:00:00,증촌시영구역 재건축 조합설립추진위원회 사무실,34807,대전광역시 중구 중촌동,10-3 상가 205호,대전광역시 중구 중촌동 10-3 상가 205호,2026-03,2026-03,True,True,False,False,False,False,eafe082c-f0f1-4c38-af70-5399f9b81dc6
R26BK01316310,000,0,000,설계자 선정 입찰공고,R26BK01316310000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014048,중촌시영구역 재건축사업 조합설립추진위원회,중촌시영구역 재건축사업 조합설립추진위원회,UN00000575688,김종규,UN00000575688,김종규,01044707134,0427211180,siyoung-999@naver.com,2026-02-04 14:25:44,2026-02-06 16:00:00,2026-02-11 14:00:00,2026-02-11 15:00:00,2026-02-10 18:00:00,중촌시영구역 재건축 조합설립추진위원회 사무실,34807,대전광역시 중구 중촌동,10-3 상가 205호,대전광역시 중구 중촌동 10-3 상가 205호,2026-02,2026-02,True,True,False,False,False,False,b6d9558b-54dd-42b1-b1ea-a82417c6ddd4
R26BK01316044,000,0,000,압구정아파트지구 특별계획구역4 시공자 선정 입찰 공고,R26BK01316044000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0000000012296,압구정아파트지구 특별계획구역4 재건축정비사업조합,압구정아파트지구 특별계획구역4 재건축정비사업조합,UN00000238109,김재호,UN00000238109,김재호,025115300,025115300,tlsgksjh@naver.com,2026-02-04 13:39:04,2026-02-12 14:00:00,2026-03-30 14:00:00,2026-03-30 15:00:00,2026-03-29 18:00:00,"조합사무실(서울시 강남구 압구정로 310, 303호(신사동, 고려빌딩))",06017,서울특별시 강남구 압구정로,310 (신사동),서울특별시 강남구 압구정로 310 (신사동),제2026-02-02호,제2026-02-02호,True,True,False,False,False,False,976a9033-cfec-4ace-9e8e-5853da86ce4f
R26BK01315984,000,0,000,능곡5구역 정비기반시설 공사감리 용역업체 선정 입찰 공고,R26BK01315984000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000111065,능곡5구역 주택재개발정비사업조합,능곡5구역 주택재개발정비사업조합,UN00000375221,윤만석,UN00000375221,윤만석,01087515827,0319714100,mamuri419@naver.com,2026-02-04 13:31:24,2026-02-04 16:00:00,2026-02-20 14:00:00,2026-02-20 15:00:00,2026-02-19 18:00:00,"고양시 덕양구 지도로35번길 3, 3층(토당동,상복빌딩)",10510,경기도 고양시 덕양구 지도로35번길,"3(토당동), 3층","경기도 고양시 덕양구 지도로35번길 3(토당동), 3층",능곡5제2026-02호,능곡5제2026-02호,True,True,False,False,False,False,104de1e3-95d6-48b9-ae19-196acd566fd7
R26BK01315893,000,0,000,능곡5구역 정비기반시설 공사업체 선정 입찰공고,R26BK01315893000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000111065,능곡5구역 주택재개발정비사업조합,능곡5구역 주택재개발정비사업조합,UN00000375221,윤만석,UN00000375221,윤만석,01087515827,0319714100,mamuri419@naver.com,2026-02-04 13:19:18,2026-02-04 16:00:00,2026-02-20 14:00:00,2026-02-20 15:00:00,2026-02-19 18:00:00,"경기도 고양시 덕양구 지도로35번길 3, 3층(토당동,상복빌딩)",10510,경기도 고양시 덕양구 지도로35번길,"3(토당동), 3층","경기도 고양시 덕양구 지도로35번길 3(토당동), 3층",능곡5제2026-01,능곡5제2026-01,True,True,False,False,False,False,834ead57-d2b9-4bc5-a5d5-0d5c9d78ed8e
R26BK01315764,000,0,000,신흥1구역 재개발정비사업 토지등소유자 분양신청 업무대행 업체 선정을 위한 입찰공고,R26BK01315764000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000112526,신흥1구역 재개발사업 주민대표회의,신흥1구역 재개발사업 주민대표회의,UN00000431645,윤경식,UN00000431645,윤경식,0317236939,0317576939,sinheung031@naver.com,2026-02-04 12:49:31,2026-02-04 14:00:00,2026-02-10 14:00:00,2026-02-11 14:00:00,2026-02-09 18:00:00,신흥1구역 재개발사업 주민대표회의,13343,경기도 성남시 수정구 탄리로,14-0 (신흥동),경기도 성남시 수정구 탄리로 14-0 (신흥동),신흥1구역재개발사업주민대표회의공고제2026-01호,신흥1구역재개발사업주민대표회의공고제2026-01호,False,True,False,False,False,False,fcf778c5-1f3e-4f3c-8c3c-4439016fdc4c
R26BK01315746,000,0,000,시공자 선정 입찰공고,R26BK01315746000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000012818,미림 가로주택정비사업조합,미림 가로주택정비사업조합,UN00000514374,김경화,UN00000514374,김경화,01062919003,05040719003,4131445@naver.com,2026-02-04 12:09:44,2026-03-02 09:00:00,2026-03-05 11:00:00,2026-03-05 12:00:00,2026-03-04 18:00:00,조합사무실,21543,인천광역시 남동구 구월말로100번길,25-12 (만수동)  102호,인천광역시 남동구 구월말로100번길 25-12 (만수동)  102호,미림가로주택정비사업조합공고제2026-001호,미림가로주택정비사업조합공고제2026-001호,True,True,False,False,False,False,bce3458b-6c38-4abe-8066-b170b552a273
